id,premise,hypothesis,label,explanation,type,idiom
6333,"Alexander and I were in the dusty depths of the mansion's basement, passionately clinging to each other.","Alexander, my vampire boyfriend, and I were in the dusty depths of the mansions basement like a broken spider-web .",Entailment,"A broken spider-web is something that is no longer intact and is in pieces, which is similar to how Alexander and the speaker are passionately clinging to each other.",Simile,
6563,Maybe we just needed to talk it all out and realize the situation for what it was.,Maybe we just needed to talk it all out and know the score.,Entailment,"To know the score is to understand the reality of a situation, which is what the speaker is referring to in this context.",Idiom,know the score
1299,She was wearing all sorts of color except yellow.,She was sporting yellow that day.,Contradiction,"To be sporting something means to be wearing it or displaying it, while to be wearing all sorts of color except for yellow would suggest that she was not wearing yellow.",Metaphor,
5935,"He had risen from the bench to bid the mason farewell, and now he stood privately and confidentially under the rose trellis, which had lately come into bloom.","He had risen from the bench to bid the mason farewell, and now he stood under the rose trellis, which had lately come into bloom.",Entailment,"To stand under the rose means to stand privately or confidentially, which is what he did when he bid the mason farewell.",Idiom,under the rose
1749,"I giggle as I state mysteriously ,use your brain to overcome any obstacles!","I giggle as I state mysteriously , mind over matter!",Entailment,"To mind over matter is to use intellectual powers to override any difficulties, and in this context the person is using their brain to overcome obstacles.",Idiom,mind over matter
1070,I was so mad when I came out of the salon with different hair color than I asked of,I jumped for joy when I left the hair salon and my new hair color was not what I asked for,Contradiction,Most people would not be happy when they leave a hair salon and their new hair color is not what they asked for because it means that they have to go back and get it fixed.,Sarcasm,
3483,"When he was younger, the stallion had been quick.","When young, the stallion had been like a puma.",Entailment,"A puma is a nimble, quick cat, so the stallion being like a puma would mean that he was quick.",Simile,
7434,All witnesses may be questioned in a gentle and superficial manner by opposite sides.,All witnesses may be cross examined by opposite sides.,Contradiction,"To cross examine means to question someone in an aggressive or detailed manner, but the sentence describes questioning in a gentle and superficial manner",Idiom,cross examine
6573,"That's very fair and legitimate, mate.","That's not cricket, mate.",Contradiction,"Not cricket means it isn't fair, but in this context the speaker's mate is playing fair.",Idiom,not cricket
2964,"... not interested-so fucking not interested..."" as jim marched out of the bathroom with a towel around his hips and water dripping off his hair, his voice was deep and low","... not interested-so f**king not interested..."" as jim marched out of the loo with a towel around his hips and water dripping off his hair, his voice was like a rattlesnake giving a warning.",Entailment,"A rattlesnake's warning is deep and low, so the simile is emphasizing how uninterested Jim is.",Simile,
6376,I was driving through flood waters and my car stalled out.,"I was driving through flood waters and my car stalled out, making me really calm and unconcerned with what could happen",Contradiction,Driving through flood waters is a very dangerous thing to do and so someone who gets their car to stall out while doing that cannot be pleased or relaxed.,Sarcasm,
